raceId,round,circuitId,name,date,time
968,21,24,Abu Dhabi Grand Prix,2016-11-27,13:00:00
969,1,1,Australian Grand Prix,2017-03-26,05:00:00
970,2,17,Chinese Grand Prix,2017-04-09,06:00:00
971,3,3,Bahrain Grand Prix,2017-04-16,15:00:00
972,4,71,Russian Grand Prix,2017-04-30,12:00:00
973,5,4,Spanish Grand Prix,2017-05-14,12:00:00
974,6,6,Monaco Grand Prix,2017-05-28,12:00:00
975,7,7,Canadian Grand Prix,2017-06-11,18:00:00
976,8,73,Azerbaijan Grand Prix,2017-06-25,13:00:00
977,9,70,Austrian Grand Prix,2017-07-09,12:00:00
978,10,9,British Grand Prix,2017-07-16,12:00:00
979,11,11,Hungarian Grand Prix,2017-07-30,12:00:00
980,12,13,Belgian Grand Prix,2017-08-27,12:00:00
981,13,14,Italian Grand Prix,2017-09-03,12:00:00
982,14,15,Singapore Grand Prix,2017-09-17,12:00:00
983,15,2,Malaysian Grand Prix,2017-10-01,07:00:00
984,16,22,Japanese Grand Prix,2017-10-08,05:00:00
985,17,69,United States Grand Prix,2017-10-22,19:00:00
986,18,32,Mexican Grand Prix,2017-10-29,19:00:00
987,19,18,Brazilian Grand Prix,2017-11-12,16:00:00
988,20,24,Abu Dhabi Grand Prix,2017-11-26,13:00:00
989,1,1,Australian Grand Prix,2018-03-25,05:00:00
990,2,3,Bahrain Grand Prix,2018-04-08,15:00:00
991,3,17,Chinese Grand Prix,2018-05-15,06:00:00
992,4,73,Azerbaijan Grand Prix,2018-04-29,13:00:00
993,5,4,Spanish Grand Prix,2018-05-13,12:00:00
994,6,6,Monaco Grand Prix,2018-05-27,12:00:00
995,7,7,Canadian Grand Prix,2018-06-10,18:00:00
996,8,34,French Grand Prix,2018-06-24,12:00:00
997,9,70,Austrian Grand Prix,2018-07-01,12:00:00
998,10,9,British Grand Prix,2018-07-08,12:00:00
999,11,10,German Grand Prix,2018-07-22,12:00:00
1000,12,11,Hungarian Grand Prix,2018-07-29,12:00:00
1001,13,13,Belgian Grand Prix,2018-08-26,12:00:00
1002,14,14,Italian Grand Prix,2018-09-02,12:00:00
1003,15,15,Singapore Grand Prix,2018-09-16,12:00:00
1004,16,71,Russian Grand Prix,2018-09-30,12:00:00
1005,17,22,Japanese Grand Prix,2018-10-07,05:00:00
1006,18,69,United States Grand Prix,2018-10-21,19:00:00
1007,19,32,Mexican Grand Prix,2018-10-28,19:00:00
1008,20,18,Brazilian Grand Prix,2018-11-11,16:00:00
1009,21,24,Abu Dhabi Grand Prix,2018-11-25,13:00:00
